customer_id,avg_monthly_credits,salary_consistency,cash_withdrawal_ratio,monthly_transaction_count
CUS108499,141700,1.0,0.076,17
CUS108500,82500,0.884,0.149,14
CUS108501,106800,0.811,0.163,19
CUS108502,78400,0.88,0.169,14
CUS108503,87100,0.859,0.042,19
CUS108504,84300,0.987,0.038,13
CUS108505,62100,0.999,0.436,23
CUS108506,103500,1.0,0.127,17
CUS108507,126400,0.921,0.094,23
CUS108508,62400,0.904,0.044,13
CUS108509,56300,1.0,0.188,17
CUS108510,134000,0.787,0.308,18
CUS108511,80000,0.945,0.184,16
CUS108512,85600,0.88,0.478,18
CUS108513,63200,0.994,0.061,15
CUS108514,77000,0.978,0.016,16
CUS108515,58700,1.0,0.026,22
CUS108516,61400,0.932,0.155,21
CUS108517,73800,1.0,0.13,25
CUS108518,147900,0.949,0.135,17
CUS108519,40400,0.969,0.165,19
CUS108520,100500,0.834,0.104,17
CUS108521,85100,0.879,0.177,16
CUS108522,165600,0.896,0.067,25
CUS108523,137900,1.0,0.068,9
CUS108524,46900,0.976,0.307,13
CUS108525,71700,0.785,0.1,20
CUS108526,81100,1.0,0.261,14
CUS108527,64200,1.0,0.226,15
CUS108528,117300,0.92,0.336,14
CUS108529,87000,0.939,0.079,17
CUS108530,79200,0.937,0.217,20
CUS108531,133800,1.0,0.182,15
CUS108532,50700,0.953,0.062,16
CUS108533,90500,0.91,0.243,17
CUS108534,89900,0.941,0.022,29
CUS108535,90000,0.842,0.063,12
CUS108536,28100,0.897,0.369,12
CUS108537,94100,0.943,0.15,19
CUS108538,102900,1.0,0.292,17
CUS108539,63700,0.89,0.288,14
CUS108540,34100,1.0,0.061,16
CUS108541,61900,0.834,0.08,26
CUS108542,81900,0.87,0.157,22
CUS108543,76900,0.795,0.205,8
CUS108544,32500,0.87,0.081,17
CUS108545,96800,0.859,0.124,21
CUS108546,145400,0.983,0.017,20
CUS108547,134900,0.876,0.366,16
CUS108548,152700,0.862,0.028,13
CUS108549,47400,0.844,0.213,23
CUS108550,134200,0.911,0.079,12
CUS108551,64300,0.838,0.056,15
CUS108552,124200,0.903,0.115,18
CUS108553,60600,0.937,0.016,24
CUS108554,104300,0.94,0.184,14
CUS108555,186200,0.969,0.429,18
CUS108556,140600,0.881,0.167,27
CUS108557,51000,0.907,0.18,19
CUS108558,56100,0.868,0.054,18
CUS108559,125700,0.895,0.116,14
CUS108560,148500,1.0,0.075,24
CUS108561,110900,0.983,0.042,20
CUS108562,61900,0.942,0.25,20
CUS108563,89700,0.847,0.217,22
CUS108564,84500,0.979,0.078,16
CUS108565,79200,0.892,0.025,18
CUS108566,60200,0.902,0.224,13
CUS108567,126400,1.0,0.056,14
CUS108568,197000,0.914,0.134,24
CUS108569,150100,0.799,0.035,14
CUS108570,34300,1.0,0.101,16
CUS108571,152700,0.786,0.121,17
CUS108572,115400,0.812,0.135,15
CUS108573,64900,0.714,0.169,20
CUS108574,40800,0.972,0.055,18
CUS108575,81600,0.853,0.051,26
CUS108576,77800,0.894,0.234,26
CUS108577,50100,0.943,0.077,24
CUS108578,128300,1.0,0.136,19
CUS108579,135000,0.896,0.083,25
CUS108580,95000,1.0,0.016,13
CUS108581,41800,0.928,0.21,15
CUS108582,82800,0.998,0.092,20
CUS108583,121800,0.93,0.149,22
CUS108584,101900,0.889,0.007,24
CUS108585,69500,0.94,0.167,18
CUS108586,70400,0.884,0.06,16
CUS108587,59300,0.889,0.298,24
CUS108588,69600,0.918,0.188,20
CUS108589,65100,0.954,0.074,19
CUS108590,65800,0.97,0.018,23
CUS108591,82000,0.819,0.092,21
CUS108592,88200,0.872,0.062,18
CUS108593,135500,0.917,0.014,14
CUS108594,41000,0.986,0.066,28
CUS108595,152100,0.955,0.192,14
CUS108596,65300,1.0,0.205,12
CUS108597,214600,0.838,0.277,11
CUS108598,122700,0.811,0.205,21
CUS108599,120900,1.0,0.179,19
CUS108600,98900,0.869,0.21,16
CUS108601,223300,0.871,0.097,18
CUS108602,87800,0.982,0.265,13
CUS108603,177700,0.968,0.09,24
CUS108604,66400,0.856,0.062,16
CUS108605,121200,0.921,0.089,17
CUS108606,207500,1.0,0.246,18
CUS108607,56000,1.0,0.049,14
CUS108608,124900,0.968,0.194,24
CUS108609,61400,0.933,0.14,18
CUS108610,94200,0.874,0.049,20
CUS108611,199700,0.857,0.183,29
CUS108612,57600,0.823,0.208,16
CUS108613,95400,0.902,0.091,12
CUS108614,60600,1.0,0.076,18
CUS108615,84200,0.992,0.097,20
CUS108616,110700,0.99,0.035,12
CUS108617,82000,0.954,0.029,15
CUS108618,184100,0.995,0.064,19
CUS108619,102900,0.932,0.09,13
CUS108620,42400,1.0,0.07,17
CUS108621,106800,0.88,0.004,19
CUS108622,154900,0.901,0.04,15
CUS108623,109700,0.883,0.042,21
CUS108624,103700,0.97,0.384,11
CUS108625,86000,0.945,0.334,16
CUS108626,81200,0.913,0.283,17
CUS108627,65700,1.0,0.117,15
CUS108628,28400,0.861,0.064,15
CUS108629,99200,0.878,0.002,18
CUS108630,142500,0.94,0.195,18
CUS108631,62400,0.845,0.215,23
CUS108632,99800,0.804,0.084,12
CUS108633,93900,0.885,0.116,15
CUS108634,123400,1.0,0.303,19
CUS108635,87400,0.857,0.252,13
CUS108636,120200,0.769,0.055,17
CUS108637,49200,0.905,0.065,13
CUS108638,60800,0.978,0.073,12
CUS108639,102300,1.0,0.093,27
CUS108640,86000,0.977,0.29,11
CUS108641,40800,0.847,0.135,26
CUS108642,101900,0.978,0.174,16
CUS108643,49600,0.804,0.159,21
CUS108644,303300,0.885,0.244,19
CUS108645,32500,0.776,0.405,18
CUS108646,94600,0.91,0.063,20
CUS108647,43800,0.817,0.115,24
CUS108648,116800,0.962,0.244,18
CUS108649,68500,0.845,0.049,12
CUS108650,157400,1.0,0.111,19
CUS108651,138900,0.875,0.063,17
CUS108652,50900,0.899,0.048,14
CUS108653,69500,0.966,0.093,17
CUS108654,75700,0.862,0.168,16
CUS108655,87000,0.983,0.188,17
CUS108656,89900,0.92,0.031,19
CUS108657,125500,0.983,0.045,16
CUS108658,99500,0.944,0.203,21
CUS108659,64500,1.0,0.072,14
CUS108660,56900,1.0,0.035,22
CUS108661,67300,0.873,0.07,17
CUS108662,99500,1.0,0.143,20
CUS108663,82200,0.798,0.1,15
CUS108664,221800,0.882,0.133,15
CUS108665,98000,0.933,0.179,25
CUS108666,102500,0.996,0.19,9
CUS108667,38100,0.993,0.157,19
CUS108668,43700,0.954,0.066,12
CUS108669,43600,0.845,0.136,6
CUS108670,56300,1.0,0.059,24
CUS108671,47600,0.919,0.094,17
CUS108672,55500,0.959,0.374,14
CUS108673,98200,0.983,0.118,13
CUS108674,61700,0.967,0.146,19
CUS108675,78600,0.984,0.1,24
CUS108676,110600,0.885,0.035,24
CUS108677,126300,0.892,0.036,23
CUS108678,98500,0.996,0.285,20
CUS108679,97800,0.949,0.245,23
CUS108680,105300,0.827,0.06,12
CUS108681,106600,0.853,0.068,14
CUS108682,143800,0.91,0.052,18
CUS108683,35600,1.0,0.287,18
CUS108684,98200,1.0,0.303,18
CUS108685,89700,0.949,0.475,19
CUS108686,83000,0.987,0.262,31
CUS108687,79100,0.812,0.184,19
CUS108688,69300,0.931,0.339,24
CUS108689,119300,0.918,0.425,25
CUS108690,81100,0.813,0.242,12
CUS108691,77700,0.895,0.092,18
CUS108692,162600,0.987,0.04,18
CUS108693,176200,1.0,0.081,20
CUS108694,95400,0.907,0.087,22
CUS108695,64400,0.997,0.186,18
CUS108696,42900,0.909,0.036,17
CUS108697,79700,0.976,0.096,22
CUS108698,115100,0.998,0.007,25
CUS108699,69000,0.885,0.211,17
CUS108700,88000,0.902,0.018,23
CUS108701,77300,0.879,0.076,17
CUS108702,40800,0.818,0.007,21
CUS108703,93400,1.0,0.211,22
CUS108704,103300,0.987,0.344,19
CUS108705,103600,0.791,0.127,18
CUS108706,190900,0.974,0.069,18
CUS108707,68800,0.866,0.164,23
CUS108708,72000,1.0,0.015,17
CUS108709,227300,0.952,0.251,26
CUS108710,41600,0.945,0.296,21
CUS108711,60100,1.0,0.044,15
CUS108712,100600,0.988,0.141,23
CUS108713,140900,0.819,0.095,15
CUS108714,155000,0.942,0.021,20
CUS108715,51400,0.989,0.104,18
CUS108716,162400,0.88,0.2,16
CUS108717,114700,0.801,0.083,17
CUS108718,59000,0.866,0.25,17
CUS108719,62600,1.0,0.023,15
CUS108720,95900,0.882,0.242,21
CUS108721,192000,0.954,0.155,18
CUS108722,108500,0.804,0.128,25
CUS108723,247100,0.905,0.214,16
CUS108724,124200,0.944,0.069,19
CUS108725,43700,0.894,0.245,15
CUS108726,151400,1.0,0.094,9
CUS108727,54100,0.939,0.091,16
CUS108728,67200,0.921,0.163,20
CUS108729,95400,0.88,0.064,14
CUS108730,95900,0.917,0.01,18
CUS108731,142600,1.0,0.124,20
CUS108732,114000,1.0,0.124,17
CUS108733,73100,0.841,0.154,20
CUS108734,204300,0.877,0.186,11
CUS108735,69700,0.947,0.255,15
CUS108736,53200,0.962,0.164,27
CUS108737,100800,0.995,0.311,18
CUS108738,81900,0.974,0.128,12
CUS108739,94500,0.971,0.085,27
CUS108740,120800,0.824,0.156,9
CUS108741,71400,0.891,0.061,21
CUS108742,200400,1.0,0.062,17
CUS108743,98700,0.976,0.113,30
CUS108744,73800,0.972,0.038,16
CUS108745,125500,0.88,0.126,12
CUS108746,86500,1.0,0.193,19
CUS108747,83100,0.728,0.083,16
CUS108748,55200,0.808,0.181,16
CUS108749,54000,0.734,0.064,25
CUS108750,131500,0.95,0.235,17
CUS108751,50900,0.911,0.106,17
CUS108752,86800,0.934,0.022,24
CUS108753,92300,0.922,0.03,18
CUS108754,179400,0.888,0.233,14
CUS108755,76300,0.78,0.076,21
CUS108756,134800,0.949,0.141,21
CUS108757,84300,0.804,0.04,19
CUS108758,33800,0.868,0.145,19
CUS108759,89700,0.908,0.108,19
CUS108760,95100,0.823,0.373,15
CUS108761,99400,0.982,0.16,22
CUS108762,73700,0.914,0.107,20
CUS108763,76000,0.944,0.091,22
CUS108764,157200,0.937,0.049,15
CUS108765,81500,0.707,0.025,11
CUS108766,36600,0.847,0.046,13
CUS108767,109200,0.951,0.223,18
CUS108768,125100,0.856,0.225,23
CUS108769,117800,0.95,0.146,22
CUS108770,64500,0.902,0.247,18
CUS108771,87100,0.854,0.249,9
CUS108772,111000,0.887,0.032,12
CUS108773,113100,0.913,0.187,13
CUS108774,111100,0.87,0.004,20
CUS108775,125800,1.0,0.068,17
CUS108776,60000,0.854,0.135,23
CUS108777,29800,0.987,0.095,26
CUS108778,145500,0.956,0.172,19
CUS108779,53000,0.966,0.057,24
CUS108780,76600,0.825,0.262,27
CUS108781,114900,0.927,0.125,17
CUS108782,85100,0.917,0.056,14
CUS108783,115700,1.0,0.117,23
CUS108784,245700,0.883,0.077,22
CUS108785,111600,0.911,0.11,18
CUS108786,52800,0.86,0.125,15
CUS108787,46900,0.929,0.158,21
CUS108788,111600,0.973,0.002,9
CUS108789,92900,1.0,0.091,21
CUS108790,47800,0.85,0.183,17
CUS108791,182500,0.905,0.045,17
CUS108792,121100,1.0,0.04,16
CUS108793,78000,0.807,0.114,13
CUS108794,223700,1.0,0.197,20
CUS108795,141300,0.995,0.113,17
CUS108796,52400,0.908,0.053,26
CUS108797,158400,0.998,0.269,21
CUS108798,119400,0.902,0.062,19
CUS108799,228300,0.942,0.276,22
CUS108800,125900,0.762,0.114,22
CUS108801,108200,0.897,0.037,16
CUS108802,102300,0.834,0.012,14
CUS108803,53900,0.896,0.124,10
CUS108804,69200,0.893,0.035,12
CUS108805,90600,0.802,0.026,17
CUS108806,46600,1.0,0.267,13
CUS108807,109400,1.0,0.194,12
CUS108808,66400,0.815,0.108,24
CUS108809,64800,0.918,0.117,16
CUS108810,133700,1.0,0.157,19
CUS108811,64200,0.993,0.24,21
CUS108812,104900,1.0,0.177,16
CUS108813,82800,0.871,0.08,24
CUS108814,52700,0.953,0.089,19
CUS108815,118300,0.933,0.347,11
CUS108816,133200,0.877,0.037,20
CUS108817,139400,0.913,0.183,17
CUS108818,180800,0.987,0.033,15
CUS108819,71200,0.931,0.02,31
CUS108820,34100,0.88,0.094,18
CUS108821,66000,0.79,0.035,15
CUS108822,125800,0.832,0.049,22
CUS108823,82700,0.986,0.091,23
CUS108824,50800,0.912,0.153,19
CUS108825,47300,0.959,0.033,15
CUS108826,180200,1.0,0.077,15
CUS108827,112900,0.98,0.016,19
CUS108828,66600,0.841,0.092,21
CUS108829,216400,0.792,0.035,14
CUS108830,301100,1.0,0.107,20
CUS108831,120900,1.0,0.04,22
CUS108832,118600,0.944,0.097,23
CUS108833,96900,0.95,0.055,21
CUS108834,131700,0.864,0.023,13
CUS108835,205500,0.978,0.018,18
CUS108836,57100,0.867,0.035,18
CUS108837,82300,0.811,0.209,11
CUS108838,81300,0.96,0.044,15
CUS108839,110800,0.973,0.034,21
CUS108840,187800,0.957,0.289,15
CUS108841,116100,0.871,0.127,14
CUS108842,125300,0.843,0.105,20
CUS108843,118500,1.0,0.109,25
CUS108844,90300,0.892,0.463,21
CUS108845,77000,0.826,0.058,27
CUS108846,98400,0.924,0.125,9
CUS108847,56200,0.966,0.157,19
CUS108848,66200,1.0,0.135,26
CUS108849,112100,0.875,0.155,20
CUS108850,70600,1.0,0.141,27
CUS108851,192300,0.919,0.189,21
CUS108852,95400,0.903,0.046,18
CUS108853,157800,0.954,0.125,19
CUS108854,50600,0.95,0.096,22
CUS108855,45200,0.948,0.126,15
CUS108856,81300,0.896,0.084,17
CUS108857,145000,0.956,0.104,24
CUS108858,74200,1.0,0.094,17
CUS108859,84500,1.0,0.084,17
CUS108860,129500,0.817,0.043,19
CUS108861,72200,0.754,0.002,13
CUS108862,49400,0.818,0.024,19
CUS108863,117600,0.906,0.27,11
CUS108864,49600,0.917,0.083,21
CUS108865,70600,0.927,0.223,26
CUS108866,99400,1.0,0.174,10
CUS108867,99100,0.988,0.005,15
CUS108868,127500,0.928,0.196,20
CUS108869,122600,0.926,0.115,14
CUS108870,70700,0.833,0.01,14
CUS108871,118800,0.897,0.007,21
CUS108872,97100,0.893,0.157,19
CUS108873,126900,1.0,0.176,19
CUS108874,69800,0.804,0.144,17
CUS108875,113100,1.0,0.024,31
CUS108876,78100,0.971,0.091,16
CUS108877,81200,0.918,0.361,9
CUS108878,96400,0.955,0.211,16
CUS108879,212000,0.959,0.37,15
CUS108880,58900,0.987,0.148,15
CUS108881,141100,0.837,0.046,22
CUS108882,165400,0.836,0.144,26
CUS108883,115500,0.922,0.032,17
CUS108884,67900,0.911,0.199,23
CUS108885,194400,1.0,0.108,22
CUS108886,70500,0.954,0.049,36
CUS108887,120700,0.881,0.129,17
CUS108888,90900,0.862,0.173,12
CUS108889,75100,0.828,0.04,24
CUS108890,84700,0.815,0.124,27
CUS108891,192300,0.913,0.205,19
CUS108892,99700,0.951,0.027,19
CUS108893,221400,0.894,0.016,22
CUS108894,76600,0.882,0.186,20
CUS108895,104700,0.916,0.121,13
CUS108896,50400,0.836,0.058,21
CUS108897,69200,0.99,0.184,14
CUS108898,81900,0.941,0.052,19
CUS108899,76800,1.0,0.244,13
CUS108900,56500,0.903,0.162,13
CUS108901,60900,1.0,0.106,27
CUS108902,85700,0.9,0.116,20
CUS108903,143700,0.876,0.158,7
CUS108904,45700,1.0,0.035,20
CUS108905,33700,0.993,0.035,11
CUS108906,42600,1.0,0.186,13
CUS108907,61900,0.747,0.09,22
CUS108908,104300,0.956,0.24,17
CUS108909,71100,0.946,0.057,17
CUS108910,77500,0.965,0.342,11
CUS108911,73300,0.834,0.116,21
CUS108912,35000,0.935,0.116,23
CUS108913,142900,1.0,0.044,22
CUS108914,140600,1.0,0.089,18
CUS108915,77900,0.96,0.121,18
CUS108916,84200,0.948,0.036,13
CUS108917,80400,0.892,0.037,22
CUS108918,58900,1.0,0.05,17
CUS108919,65100,0.909,0.183,21
CUS108920,169000,0.971,0.089,23
CUS108921,85600,1.0,0.238,22
CUS108922,106300,0.949,0.316,24
CUS108923,65900,0.91,0.141,20
CUS108924,74900,0.808,0.234,23
CUS108925,112800,0.884,0.064,22
CUS108926,56900,0.957,0.07,24
CUS108927,187900,0.906,0.087,22
CUS108928,39200,0.815,0.269,19
CUS108929,69200,0.841,0.029,24
CUS108930,40700,0.833,0.338,18
CUS108931,145100,0.779,0.388,17
CUS108932,88100,0.957,0.158,16
CUS108933,75600,0.928,0.084,19
CUS108934,112100,1.0,0.02,12
CUS108935,156900,0.915,0.176,15
CUS108936,92300,0.961,0.171,22
CUS108937,151900,0.95,0.537,16
CUS108938,71000,1.0,0.277,19
CUS108939,56500,0.828,0.066,13
CUS108940,78700,0.829,0.016,20
CUS108941,63500,0.89,0.353,16
CUS108942,126800,0.805,0.379,18
CUS108943,66400,0.896,0.092,25
CUS108944,76700,0.866,0.013,21
CUS108945,33900,0.875,0.024,19
CUS108946,96000,0.836,0.034,22
CUS108947,78900,0.964,0.102,10
CUS108948,129500,0.927,0.089,14
CUS108949,137100,1.0,0.23,9
CUS108950,83500,0.865,0.152,18
CUS108951,43800,0.934,0.105,21
CUS108952,66200,0.924,0.245,19
CUS108953,159300,0.872,0.292,20
CUS108954,77000,0.947,0.111,9
CUS108955,59300,0.852,0.006,18
CUS108956,136000,0.889,0.047,23
CUS108957,43300,0.82,0.197,16
CUS108958,85500,0.89,0.094,16
CUS108959,112600,0.785,0.01,31
CUS108960,87300,0.879,0.081,14
CUS108961,53400,0.896,0.189,35
CUS108962,59000,0.941,0.19,19
CUS108963,69500,0.984,0.123,16
CUS108964,132400,0.818,0.158,23
CUS108965,90900,1.0,0.088,11
CUS108966,68500,0.874,0.046,24
CUS108967,112600,1.0,0.123,26
CUS108968,60900,0.804,0.223,17
CUS108969,115000,0.86,0.125,18
CUS108970,105200,1.0,0.154,16
CUS108971,72900,0.858,0.141,9
CUS108972,89800,0.994,0.235,21
CUS108973,78300,0.956,0.026,26
CUS108974,123800,1.0,0.126,19
CUS108975,91300,0.874,0.177,21
CUS108976,75400,0.915,0.006,22
CUS108977,56500,0.954,0.033,16
CUS108978,126900,1.0,0.116,29
CUS108979,108400,0.919,0.262,15
CUS108980,73300,0.862,0.069,23
CUS108981,72700,1.0,0.121,18
CUS108982,80100,0.989,0.049,15
CUS108983,51100,0.793,0.119,16
CUS108984,100000,0.925,0.105,18
CUS108985,45100,0.928,0.147,9
CUS108986,44100,0.874,0.049,17
CUS108987,70100,0.865,0.364,14
CUS108988,61500,0.857,0.096,17
CUS108989,106100,1.0,0.264,17
CUS108990,102400,0.901,0.048,27
CUS108991,119200,0.916,0.098,21
CUS108992,84300,0.891,0.048,18
CUS108993,97700,0.929,0.158,19
CUS108994,55900,0.846,0.175,17
CUS108995,56500,1.0,0.101,21
CUS108996,80800,0.952,0.245,13
CUS108997,86400,0.833,0.026,19
CUS108998,105000,0.972,0.068,18
CUS108999,145100,0.841,0.085,16
CUS109000,52300,0.963,0.091,19
CUS109001,167100,0.822,0.106,18
CUS109002,43100,0.928,0.164,14
CUS109003,102600,0.968,0.076,11
CUS109004,45800,1.0,0.216,17
CUS109005,106600,0.799,0.022,17
CUS109006,48800,1.0,0.043,25
CUS109007,31100,0.749,0.06,15
CUS109008,97600,0.898,0.046,18
CUS109009,84700,0.885,0.096,17
CUS109010,152700,0.881,0.197,20
CUS109011,82900,1.0,0.086,18
CUS109012,65400,0.848,0.143,16
CUS109013,65400,0.89,0.159,22
CUS109014,366800,0.818,0.066,23
CUS109015,62000,0.946,0.136,24
CUS109016,115100,1.0,0.221,25
CUS109017,105900,0.905,0.007,22
CUS109018,116700,0.803,0.062,22
CUS109019,120700,0.902,0.086,22
CUS109020,73300,0.956,0.076,16
CUS109021,43400,0.924,0.132,25
CUS109022,96300,0.876,0.086,18
CUS109023,90400,0.922,0.133,25
CUS109024,98000,0.913,0.075,21
CUS109025,110300,0.82,0.1,10
CUS109026,71500,0.915,0.1,17
CUS109027,76500,1.0,0.077,18
CUS109028,128000,0.812,0.182,20
CUS109029,76500,0.851,0.099,14
CUS109030,73400,0.918,0.036,23
CUS109031,69500,1.0,0.065,22
CUS109032,116800,0.863,0.112,17
CUS109033,75100,0.879,0.119,17
CUS109034,240900,0.849,0.093,22
CUS109035,94000,1.0,0.121,10
CUS109036,53000,1.0,0.053,14
CUS109037,72300,0.925,0.051,21
CUS109038,129000,1.0,0.202,19
CUS109039,68800,0.886,0.098,16
CUS109040,88100,0.812,0.023,19
CUS109041,152600,0.996,0.068,16
CUS109042,139200,0.903,0.302,26
CUS109043,67900,0.858,0.127,14
CUS109044,74800,0.977,0.018,20
CUS109045,95000,1.0,0.033,17
CUS109046,134600,0.928,0.021,21
CUS109047,49000,0.948,0.296,18
CUS109048,108900,1.0,0.192,16
CUS109049,87400,0.886,0.095,15
CUS109050,58100,0.913,0.127,15
CUS109051,134200,0.903,0.067,15
CUS109052,139600,0.895,0.025,16
CUS109053,155500,0.975,0.101,21
CUS109054,142500,0.912,0.187,22
CUS109055,86900,0.804,0.119,15
CUS109056,113500,0.953,0.199,31
CUS109057,104500,0.871,0.428,14
CUS109058,53600,1.0,0.239,14
CUS109059,49500,0.836,0.228,13
CUS109060,96900,0.915,0.319,15
CUS109061,106500,0.864,0.122,20
CUS109062,78500,0.858,0.11,15
CUS109063,81100,0.912,0.119,13
CUS109064,186900,0.807,0.15,14
CUS109065,29600,0.86,0.117,17
CUS109066,129500,0.922,0.159,14
CUS109067,132500,0.982,0.163,21
CUS109068,151000,0.911,0.129,21
CUS109069,48500,0.889,0.042,20
CUS109070,70800,0.942,0.128,15
CUS109071,82300,0.842,0.307,15
CUS109072,100100,0.895,0.049,15
CUS109073,51600,0.912,0.033,19
CUS109074,88400,0.82,0.155,15
CUS109075,54700,0.997,0.045,19
CUS109076,77100,0.996,0.113,20
CUS109077,164600,1.0,0.063,21
CUS109078,138800,0.959,0.006,23
CUS109079,89500,0.923,0.207,18
CUS109080,43700,0.968,0.188,17
CUS109081,85400,0.99,0.296,14
CUS109082,101200,0.979,0.069,15
CUS109083,35100,0.979,0.35,17
CUS109084,99800,1.0,0.227,17
CUS109085,54600,0.945,0.093,20
CUS109086,41900,0.849,0.131,26
CUS109087,48200,0.843,0.093,14
CUS109088,32200,0.796,0.075,17
CUS109089,78800,0.825,0.085,22
CUS109090,53300,0.709,0.235,27
CUS109091,127800,0.86,0.324,18
CUS109092,73500,0.85,0.117,17
CUS109093,60200,0.916,0.167,12
CUS109094,41900,0.917,0.116,16
CUS109095,70500,0.879,0.155,18
CUS109096,173500,0.802,0.025,29
CUS109097,176900,1.0,0.086,20
CUS109098,67600,0.858,0.159,16
CUS109099,92900,0.974,0.064,19
CUS109100,116700,1.0,0.05,19
CUS109101,51500,0.905,0.158,28
CUS109102,103100,0.919,0.176,18
CUS109103,262900,0.829,0.155,15
CUS109104,113100,0.881,0.247,22
CUS109105,121200,0.96,0.119,18
CUS109106,173500,0.902,0.119,19
CUS109107,129600,0.97,0.154,20
CUS109108,94300,0.854,0.054,21
CUS109109,47400,0.917,0.038,12
CUS109110,66500,0.875,0.295,14
CUS109111,59400,0.844,0.184,17
CUS109112,70600,0.842,0.053,18
CUS109113,54500,0.932,0.095,15
CUS109114,75000,0.935,0.304,19
CUS109115,45300,0.882,0.076,19
CUS109116,56000,0.958,0.105,13
CUS109117,106100,0.957,0.04,17
CUS109118,123000,0.965,0.042,19
CUS109119,105600,0.851,0.147,16
CUS109120,78900,0.77,0.017,15
CUS109121,102200,0.887,0.017,23
CUS109122,215100,0.927,0.025,20
CUS109123,57300,0.862,0.051,22
CUS109124,161900,0.969,0.409,20
CUS109125,41500,0.801,0.097,12
CUS109126,38400,0.972,0.125,23
CUS109127,77200,0.949,0.02,14
CUS109128,84100,0.866,0.007,14
CUS109129,55900,1.0,0.038,9
CUS109130,77600,1.0,0.339,21
CUS109131,96200,0.889,0.265,23
CUS109132,53900,1.0,0.026,23
CUS109133,139600,0.903,0.095,21
CUS109134,150000,0.982,0.096,26
CUS109135,146500,0.985,0.356,11
CUS109136,58700,0.996,0.151,21
CUS109137,59000,0.914,0.216,15
CUS109138,77000,0.87,0.013,16
CUS109139,70100,1.0,0.177,20
CUS109140,81100,0.932,0.154,19
CUS109141,119600,0.921,0.094,19
CUS109142,122500,0.911,0.055,20
CUS109143,53300,0.818,0.042,26
CUS109144,51100,1.0,0.032,23
CUS109145,48200,0.943,0.187,22
CUS109146,53400,0.965,0.149,21
CUS109147,132400,0.912,0.17,20
CUS109148,95100,0.904,0.376,22
CUS109149,128500,0.897,0.082,23
CUS109150,37700,0.97,0.043,26
CUS109151,90900,0.977,0.153,22
CUS109152,102600,0.851,0.03,25
CUS109153,163300,0.876,0.306,25
CUS109154,83400,1.0,0.343,13
CUS109155,84900,0.893,0.048,22
CUS109156,157800,0.913,0.085,12
CUS109157,79600,0.969,0.245,19
CUS109158,94500,0.76,0.212,25
CUS109159,109400,0.827,0.235,16
CUS109160,33700,1.0,0.023,22
CUS109161,74100,0.977,0.089,21
CUS109162,49300,0.985,0.161,14
CUS109163,76300,0.923,0.388,14
CUS109164,85500,0.87,0.431,22
CUS109165,62100,0.938,0.058,11
CUS109166,103300,0.961,0.095,12
CUS109167,85800,0.861,0.044,28
CUS109168,47600,0.861,0.049,28
CUS109169,55000,0.9,0.155,20
CUS109170,133300,1.0,0.146,18
CUS109171,86300,0.857,0.081,20
CUS109172,52000,0.976,0.083,15
CUS109173,71300,0.891,0.091,15
CUS109174,84500,0.983,0.139,18
CUS109175,51000,0.902,0.272,21
CUS109176,58800,0.924,0.107,23
CUS109177,129200,1.0,0.056,16
CUS109178,265000,0.802,0.059,19
CUS109179,88200,0.946,0.284,12
CUS109180,50600,0.967,0.267,21
CUS109181,77400,0.867,0.005,19
CUS109182,92900,0.811,0.106,14
CUS109183,112600,0.813,0.285,18
CUS109184,126600,1.0,0.104,17
CUS109185,140700,0.913,0.106,20
CUS109186,78700,1.0,0.061,14
CUS109187,81700,0.841,0.032,18
CUS109188,43600,0.771,0.038,20
CUS109189,48800,0.862,0.028,22
CUS109190,52800,0.892,0.049,16
CUS109191,58200,1.0,0.203,18
CUS109192,50300,0.866,0.041,19
CUS109193,59700,0.929,0.109,17
CUS109194,152000,0.935,0.01,17
CUS109195,35200,0.728,0.198,28
CUS109196,78700,0.955,0.026,18
CUS109197,139500,0.863,0.084,25
CUS109198,80700,0.975,0.213,16
CUS109199,160900,0.935,0.201,11
CUS109200,60800,1.0,0.29,19
CUS109201,175700,1.0,0.018,18
CUS109202,47300,0.956,0.174,20
CUS109203,159900,0.883,0.091,22
CUS109204,59200,1.0,0.063,15
CUS109205,149200,0.757,0.053,15
CUS109206,71500,1.0,0.312,19
CUS109207,136800,0.708,0.063,23
CUS109208,172900,0.924,0.019,29
CUS109209,68600,0.942,0.355,17
CUS109210,120900,0.889,0.042,26
CUS109211,94300,0.965,0.273,19
CUS109212,45400,0.916,0.115,14
CUS109213,111000,0.972,0.039,18
CUS109214,63800,0.867,0.031,20
CUS109215,68800,1.0,0.272,18
CUS109216,55300,0.922,0.085,24
CUS109217,108100,0.973,0.196,9
CUS109218,60300,0.896,0.073,17
CUS109219,34100,0.977,0.155,16
CUS109220,43700,0.92,0.097,16
CUS109221,62300,0.877,0.375,22
CUS109222,103300,0.94,0.129,14
CUS109223,119300,0.836,0.161,23
CUS109224,122700,0.83,0.352,24
